id,datum,smena,radni_nalog,id_deo,naziv_dela,pozicija,izmereno,status,linija,kontrolor,merni_instrument,masina
191,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ulazni rukavac (B-B),41.0,NOK,Montaza,KIKA KON,Mikrometar,M2
192,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ulazni rukavac (B-B),41.0,NOK,Montaza,KIKA KON,Mikrometar,M2
193,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ulazni rukavac (B-B),42.0,OK,Montaza,KIKA KON,Mikrometar,M2
194,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ulazni rukavac (B-B),41.0,NOK,Montaza,KIKA KON,Mikrometar,M2
195,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ulazni rukavac (B-B),41.0,NOK,Montaza,KIKA KON,Mikrometar,M2
196,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ulazni rukavac (B-B),42.0,OK,Montaza,KIKA KON,Mikrometar,M2
197,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ulazni rukavac (B-B),42.0,OK,Montaza,KIKA KON,Mikrometar,M2
198,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ulazni rukavac (B-B),42.0,OK,Montaza,KIKA KON,Mikrometar,M2
199,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ulazni rukavac (B-B),42.0,OK,Montaza,KIKA KON,Mikrometar,M2
200,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ulazni rukavac (B-B),42.0,OK,Montaza,KIKA KON,Mikrometar,M2
201,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ulazni rukavac (B-B),41.0,NOK,Montaza,KIKA KON,Mikrometar,M2
202,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ulazni rukavac (B-B),41.0,NOK,Montaza,KIKA KON,Mikrometar,M2
203,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ulazni rukavac (B-B),42.0,OK,Montaza,KIKA KON,Mikrometar,M2
204,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ulazni rukavac (B-B),42.0,OK,Montaza,KIKA KON,Mikrometar,M2
205,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ulazni rukavac (B-B),42.0,OK,Montaza,KIKA KON,Mikrometar,M2
206,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ulazni rukavac (B-B),42.0,OK,Montaza,KIKA KON,Mikrometar,M2
207,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ulazni rukavac (B-B),42.0,OK,Montaza,KIKA KON,Mikrometar,M2
208,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ulazni rukavac (B-B),42.0,OK,Montaza,KIKA KON,Mikrometar,M2
209,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ulazni rukavac (B-B),42.0,OK,Montaza,KIKA KON,Mikrometar,M2
210,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ulazni rukavac (B-B),42.0,OK,Montaza,KIKA KON,Mikrometar,M2
211,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Srednji precnik (C-C),50.0,OK,Montaza,KIKA KON,Mikrometar,M2
212,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Srednji precnik (C-C),50.0,OK,Montaza,KIKA KON,Mikrometar,M2
213,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Srednji precnik (C-C),40.0,NOK,Montaza,KIKA KON,Mikrometar,M2
214,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Srednji precnik (C-C),50.0,OK,Montaza,KIKA KON,Mikrometar,M2
215,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Srednji precnik (C-C),50.0,OK,Montaza,KIKA KON,Mikrometar,M2
216,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Srednji precnik (C-C),50.0,OK,Montaza,KIKA KON,Mikrometar,M2
217,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Srednji precnik (C-C),49.0,NOK,Montaza,KIKA KON,Mikrometar,M2
218,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Srednji precnik (C-C),49.0,NOK,Montaza,KIKA KON,Mikrometar,M2
219,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Srednji precnik (C-C),49.0,NOK,Montaza,KIKA KON,Mikrometar,M2
220,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Srednji precnik (C-C),49.0,NOK,Montaza,KIKA KON,Mikrometar,M2
221,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Srednji precnik (C-C),50.0,OK,Montaza,KIKA KON,Mikrometar,M2
222,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Srednji precnik (C-C),50.0,OK,Montaza,KIKA KON,Mikrometar,M2
223,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Srednji precnik (C-C),50.0,OK,Montaza,KIKA KON,Mikrometar,M2
224,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Srednji precnik (C-C),50.0,OK,Montaza,KIKA KON,Mikrometar,M2
225,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Srednji precnik (C-C),50.0,OK,Montaza,KIKA KON,Mikrometar,M2
226,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Srednji precnik (C-C),50.0,OK,Montaza,KIKA KON,Mikrometar,M2
227,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Srednji precnik (C-C),49.0,NOK,Montaza,KIKA KON,Mikrometar,M2
228,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Srednji precnik (C-C),49.0,NOK,Montaza,KIKA KON,Mikrometar,M2
229,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Srednji precnik (C-C),49.0,NOK,Montaza,KIKA KON,Mikrometar,M2
230,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Srednji precnik (C-C),50.0,OK,Montaza,KIKA KON,Mikrometar,M2
231,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Srednji precnik (C-C),50.0,OK,Montaza,KIKA KON,Mikrometar,M2
232,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Srednji precnik (C-C),50.0,OK,Montaza,KIKA KON,Mikrometar,M2
233,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Srednji precnik (C-C),50.0,OK,Montaza,KIKA KON,Mikrometar,M2
234,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Srednji precnik (C-C),50.0,OK,Montaza,KIKA KON,Mikrometar,M2
235,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Srednji precnik (C-C),50.0,OK,Montaza,KIKA KON,Mikrometar,M2
236,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Srednji precnik (C-C),50.0,OK,Montaza,KIKA KON,Mikrometar,M2
237,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Srednji precnik (C-C),50.0,OK,Montaza,KIKA KON,Mikrometar,M2
238,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Srednji precnik (C-C),50.0,OK,Montaza,KIKA KON,Mikrometar,M2
239,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Srednji precnik (C-C),50.0,OK,Montaza,KIKA KON,Mikrometar,M2
240,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Srednji precnik (C-C),50.0,OK,Montaza,KIKA KON,Mikrometar,M2
241,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Radijalno bacanje,0.0,OK,Montaza,KIKA KON,Komparator,M2
242,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Radijalno bacanje,0.0,OK,Montaza,KIKA KON,Komparator,M2
243,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Radijalno bacanje,0.05,OK,Montaza,KIKA KON,Komparator,M2
244,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Radijalno bacanje,0.0,OK,Montaza,KIKA KON,Komparator,M2
245,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Radijalno bacanje,0.0,OK,Montaza,KIKA KON,Komparator,M2
246,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Radijalno bacanje,0.0,OK,Montaza,KIKA KON,Komparator,M2
247,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Radijalno bacanje,0.0,OK,Montaza,KIKA KON,Komparator,M2
248,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Radijalno bacanje,0.0,OK,Montaza,KIKA KON,Komparator,M2
249,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Radijalno bacanje,0.0,OK,Montaza,KIKA KON,Komparator,M2
250,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Radijalno bacanje,0.0,OK,Montaza,KIKA KON,Komparator,M2
251,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Radijalno bacanje,0.0,OK,Montaza,KIKA KON,Komparator,M2
252,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Radijalno bacanje,0.0,OK,Montaza,KIKA KON,Komparator,M2
253,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Radijalno bacanje,0.0,OK,Montaza,KIKA KON,Komparator,M2
254,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Radijalno bacanje,0.02,OK,Montaza,KIKA KON,Komparator,M2
255,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Radijalno bacanje,0.03,OK,Montaza,KIKA KON,Komparator,M2
256,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Radijalno bacanje,0.04,OK,Montaza,KIKA KON,Komparator,M2
257,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Radijalno bacanje,0.02,OK,Montaza,KIKA KON,Komparator,M2
258,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Radijalno bacanje,0.02,OK,Montaza,KIKA KON,Komparator,M2
259,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Radijalno bacanje,0.0,OK,Montaza,KIKA KON,Komparator,M2
260,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Radijalno bacanje,0.0,OK,Montaza,KIKA KON,Komparator,M2
261,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Radijalno bacanje,0.0,OK,Montaza,KIKA KON,Komparator,M2
262,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Radijalno bacanje,0.0,OK,Montaza,KIKA KON,Komparator,M2
263,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Radijalno bacanje,0.0,OK,Montaza,KIKA KON,Komparator,M2
264,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Radijalno bacanje,0.0,OK,Montaza,KIKA KON,Komparator,M2
265,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Radijalno bacanje,0.0,OK,Montaza,KIKA KON,Komparator,M2
266,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Radijalno bacanje,0.0,OK,Montaza,KIKA KON,Komparator,M2
267,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Radijalno bacanje,0.0,OK,Montaza,KIKA KON,Komparator,M2
268,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Radijalno bacanje,0.0,OK,Montaza,KIKA KON,Komparator,M2
269,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Radijalno bacanje,0.0,OK,Montaza,KIKA KON,Komparator,M2
270,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Radijalno bacanje,0.0,OK,Montaza,KIKA KON,Komparator,M2
271,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ukupna duzina,360.0,OK,Montaza,KIKA KON,Pomicno merilo,M2
272,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ukupna duzina,360.0,OK,Montaza,KIKA KON,Pomicno merilo,M2
273,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ukupna duzina,361.0,NOK,Montaza,KIKA KON,Pomicno merilo,M2
274,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ukupna duzina,361.0,NOK,Montaza,KIKA KON,Pomicno merilo,M2
275,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ukupna duzina,361.0,NOK,Montaza,KIKA KON,Pomicno merilo,M2
276,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ukupna duzina,359.5,OK,Montaza,KIKA KON,Pomicno merilo,M2
277,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ukupna duzina,359.5,OK,Montaza,KIKA KON,Pomicno merilo,M2
278,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ukupna duzina,359.0,NOK,Montaza,KIKA KON,Pomicno merilo,M2
279,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ukupna duzina,359.0,NOK,Montaza,KIKA KON,Pomicno merilo,M2
280,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ukupna duzina,359.2,NOK,Montaza,KIKA KON,Pomicno merilo,M2
281,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ukupna duzina,359.2,NOK,Montaza,KIKA KON,Pomicno merilo,M2
282,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ukupna duzina,359.2,NOK,Montaza,KIKA KON,Pomicno merilo,M2
283,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ukupna duzina,360.0,OK,Montaza,KIKA KON,Pomicno merilo,M2
284,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ukupna duzina,360.0,OK,Montaza,KIKA KON,Pomicno merilo,M2
285,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ukupna duzina,360.0,OK,Montaza,KIKA KON,Pomicno merilo,M2
286,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ukupna duzina,361.0,NOK,Montaza,KIKA KON,Pomicno merilo,M2
287,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ukupna duzina,361.0,NOK,Montaza,KIKA KON,Pomicno merilo,M2
288,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ukupna duzina,360.0,OK,Montaza,KIKA KON,Pomicno merilo,M2
289,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ukupna duzina,360.0,OK,Montaza,KIKA KON,Pomicno merilo,M2
290,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ukupna duzina,360.0,OK,Montaza,KIKA KON,Pomicno merilo,M2
291,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ukupna duzina,360.5,OK,Montaza,KIKA KON,Pomicno merilo,M2
292,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ukupna duzina,360.5,OK,Montaza,KIKA KON,Pomicno merilo,M2
293,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ukupna duzina,360.5,OK,Montaza,KIKA KON,Pomicno merilo,M2
294,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ukupna duzina,361.0,NOK,Montaza,KIKA KON,Pomicno merilo,M2
295,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ukupna duzina,361.0,NOK,Montaza,KIKA KON,Pomicno merilo,M2
296,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ukupna duzina,360.0,OK,Montaza,KIKA KON,Pomicno merilo,M2
297,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ukupna duzina,360.0,OK,Montaza,KIKA KON,Pomicno merilo,M2
298,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ukupna duzina,359.0,NOK,Montaza,KIKA KON,Pomicno merilo,M2
299,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ukupna duzina,359.5,OK,Montaza,KIKA KON,Pomicno merilo,M2
300,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Ukupna duzina,360.0,OK,Montaza,KIKA KON,Pomicno merilo,M2
301,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.975,OK,Montaza,KIKA KON,Tolerancijski cep,M2
302,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.975,OK,Montaza,KIKA KON,Tolerancijski cep,M2
303,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.975,OK,Montaza,KIKA KON,Tolerancijski cep,M2
304,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.98,OK,Montaza,KIKA KON,Tolerancijski cep,M2
305,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.98,OK,Montaza,KIKA KON,Tolerancijski cep,M2
306,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.985,NOK,Montaza,KIKA KON,Tolerancijski cep,M2
307,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.985,NOK,Montaza,KIKA KON,Tolerancijski cep,M2
308,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.985,NOK,Montaza,KIKA KON,Tolerancijski cep,M2
309,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.983,NOK,Montaza,KIKA KON,Tolerancijski cep,M2
310,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.983,NOK,Montaza,KIKA KON,Tolerancijski cep,M2
311,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.982,OK,Montaza,KIKA KON,Tolerancijski cep,M2
312,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.982,OK,Montaza,KIKA KON,Tolerancijski cep,M2
313,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.98,OK,Montaza,KIKA KON,Tolerancijski cep,M2
314,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.965,OK,Montaza,KIKA KON,Tolerancijski cep,M2
315,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.965,OK,Montaza,KIKA KON,Tolerancijski cep,M2
316,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.965,OK,Montaza,KIKA KON,Tolerancijski cep,M2
317,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.964,OK,Montaza,KIKA KON,Tolerancijski cep,M2
318,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.93,NOK,Montaza,KIKA KON,Tolerancijski cep,M2
319,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.93,NOK,Montaza,KIKA KON,Tolerancijski cep,M2
320,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.935,NOK,Montaza,KIKA KON,Tolerancijski cep,M2
321,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.94,OK,Montaza,KIKA KON,Tolerancijski cep,M2
322,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.94,OK,Montaza,KIKA KON,Tolerancijski cep,M2
323,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.94,OK,Montaza,KIKA KON,Tolerancijski cep,M2
324,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.94,OK,Montaza,KIKA KON,Tolerancijski cep,M2
325,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.95,OK,Montaza,KIKA KON,Tolerancijski cep,M2
326,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.95,OK,Montaza,KIKA KON,Tolerancijski cep,M2
327,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.96,OK,Montaza,KIKA KON,Tolerancijski cep,M2
328,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.96,OK,Montaza,KIKA KON,Tolerancijski cep,M2
329,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.98,OK,Montaza,KIKA KON,Tolerancijski cep,M2
330,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Sirina zleba za klin,11.98,OK,Montaza,KIKA KON,Tolerancijski cep,M2
331,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.0,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
332,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.0,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
333,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.1,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
334,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.1,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
335,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.2,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
336,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.2,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
337,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.3,NOK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
338,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.3,NOK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
339,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.3,NOK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
340,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.2,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
341,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.2,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
342,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.1,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
343,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.1,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
344,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.3,NOK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
345,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.3,NOK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
346,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.3,NOK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
347,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.2,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
348,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.1,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
349,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.1,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
350,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.0,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
351,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.0,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
352,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.0,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
353,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,4.9,NOK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
354,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,4.9,NOK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
355,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,4.9,NOK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
356,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,4.9,NOK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
357,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.0,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
358,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.0,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
359,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.0,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
360,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Dubina zleba,5.0,OK,Montaza,KIKA KON,Dubinsko pomicno merilo,M2
361,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.1,OK,Montaza,KIKA KON,Profilometrar,M2
362,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.1,OK,Montaza,KIKA KON,Profilometrar,M2
363,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.2,OK,Montaza,KIKA KON,Profilometrar,M2
364,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.2,OK,Montaza,KIKA KON,Profilometrar,M2
365,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.2,OK,Montaza,KIKA KON,Profilometrar,M2
366,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.2,OK,Montaza,KIKA KON,Profilometrar,M2
367,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.3,OK,Montaza,KIKA KON,Profilometrar,M2
368,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.3,OK,Montaza,KIKA KON,Profilometrar,M2
369,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.3,OK,Montaza,KIKA KON,Profilometrar,M2
370,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.3,OK,Montaza,KIKA KON,Profilometrar,M2
371,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.3,OK,Montaza,KIKA KON,Profilometrar,M2
372,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.4,OK,Montaza,KIKA KON,Profilometrar,M2
373,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.4,OK,Montaza,KIKA KON,Profilometrar,M2
374,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.5,NOK,Montaza,KIKA KON,Profilometrar,M2
375,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.5,NOK,Montaza,KIKA KON,Profilometrar,M2
376,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.5,NOK,Montaza,KIKA KON,Profilometrar,M2
377,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.5,NOK,Montaza,KIKA KON,Profilometrar,M2
378,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.4,OK,Montaza,KIKA KON,Profilometrar,M2
379,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.4,OK,Montaza,KIKA KON,Profilometrar,M2
380,2026-04-21 02:00:00,1,RN-2,5502-A,Osovina,Hrapavost (N5),0.5,NOK,Montaza,KIKA KON,Profilometrar,M2
