id,kategorija,podkategorija,defekt
MRAP1-KAROS-001,EKSTERIJER (Karoserija i Limarija),Leva zadnja vrata,zvuk škripanja pri otvaranju
MRAP1-KAROS-001,EKSTERIJER (Karoserija i Limarija),Leva zadnja vrata,ogrebotine oko kvake
MRAP1-KAROS-001,EKSTERIJER (Karoserija i Limarija),Leva zadnja vrata,loše nalepljena zaptivna guma (kedera)
MRAP1-KAROS-001,EKSTERIJER (Karoserija i Limarija),Leva zadnja vrata,provera bezbednosne brave za decu (Child lock).
MRAP1-KAROS-001,EKSTERIJER (Karoserija i Limarija),Desna zadnja vrata,Loš zazor/poravnanje
MRAP1-KAROS-001,EKSTERIJER (Karoserija i Limarija),Desna zadnja vrata,zvuk škripanja pri otvaranju
MRAP1-KAROS-001,EKSTERIJER (Karoserija i Limarija),Desna zadnja vrata,ogrebotine oko kvake
MRAP1-KAROS-001,EKSTERIJER (Karoserija i Limarija),Desna zadnja vrata,loše nalepljena zaptivna guma (kedera)
MRAP1-KAROS-001,EKSTERIJER (Karoserija i Limarija),Desna zadnja vrata,provera bezbednosne brave za decu (Child lock).
MRAP1-KAROS-001,EKSTERIJER (Karoserija i Limarija),Zadnje levo krilo,Deformacije lima
MRAP1-KAROS-001,EKSTERIJER (Karoserija i Limarija),Zadnje levo krilo,prelazi boja na spojevima
MRAP1-KAROS-001,EKSTERIJER (Karoserija i Limarija),Zadnje levo krilo,loš spoj sa C-stubom i branikom
MRAP1-KAROS-001,EKSTERIJER (Karoserija i Limarija),Zadnje desno krilo,Deformacije lima
MRAP1-KAROS-001,EKSTERIJER (Karoserija i Limarija),Zadnje desno krilo,prelazi boja na spojevima
MRAP1-KAROS-001,EKSTERIJER (Karoserija i Limarija),Zadnje desno krilo,loš spoj sa C-stubom i branikom
MRAP1-KAROS-001,EKSTERIJER (Karoserija i Limarija),Zadnje desno krilo,"poklopac rezervoara/priključka za punjenje (labavost, zazor)"
MRAP1-KAROS-001,EKSTERIJER (Karoserija i Limarija),Zadnji branik,"Loše poravnanje sa svetlima i krilima, i."
MRAP1-KAROS-001,EKSTERIJER (Karoserija i Limarija),Zadnji branik,ogrebotine pri dnu
MRAP1-KAROS-001,EKSTERIJER (Karoserija i Limarija),Zadnji branik,labavi nosač
MRAP1-KAROS-001,EKSTERIJER (Karoserija i Limarija),Poklopac gepeka,Teško zatvaranje
MRAP1-KAROS-001,EKSTERIJER (Karoserija i Limarija),Poklopac gepeka,neujednačen zazor sa svetlosnim grupama
MRAP1-KAROS-001,EKSTERIJER (Karoserija i Limarija),Poklopac gepeka,visinska odstupanja
MRAP1-KAROS-001,EKSTERIJER (Karoserija i Limarija),Poklopac gepeka,loše zaptivanje gume.
MRAP1-KAROS-001,EKSTERIJER (Karoserija i Limarija),Krov,Talasi na limu
MRAP1-KAROS-001,EKSTERIJER (Karoserija i Limarija),Krov,oštećenja boje od transporta
MRAP1-KAROS-001,EKSTERIJER (Karoserija i Limarija),Krov,loš spoj krovnih lajsni ili panoramskog stakla
MRAP1-KAROS-001,STAKLENE POVRŠINE,Vetrobran,Pukotine (zvezdice)
MRAP1-KAROS-001,STAKLENE POVRŠINE,Vetrobran,ogrebotine od brisača
MRAP1-KAROS-001,STAKLENE POVRŠINE,Vetrobran,loša aplikacija lepka (curenje vode)
MRAP1-KAROS-001,STAKLENE POVRŠINE,Vetrobran,fabrički mehurići u staklu.
MRAP1-KAROS-001,STAKLENE POVRŠINE,Bočna stakla,Ogrebotine od podizanja/spuštanja
MRAP1-KAROS-001,STAKLENE POVRŠINE,Bočna stakla,zazor pri zatvaranju (prolaz vazduha)
MRAP1-KAROS-001,STAKLENE POVRŠINE,Bočna stakla,oštećenja toniranog filma.
MRAP1-MOTOR-001,FUNKCIONALNE ZONE I PODVOZJE,Motorni prostor,"Nizak nivo tečnosti (ulje, rashladna, kočiona)"
MRAP1-MOTOR-001,FUNKCIONALNE ZONE I PODVOZJE,Motorni prostor,labave obujmice creva
MRAP1-MOTOR-001,FUNKCIONALNE ZONE I PODVOZJE,Motorni prostor,nepravilno rutirani kablovi
MRAP1-MOTOR-001,FUNKCIONALNE ZONE I PODVOZJE,Motorni prostor,nedostatak plastičnih poklopaca.
MRAP1-TRANS-001,FUNKCIONALNE ZONE I PODVOZJE,Podvozje,"Curenje tečnosti na spojevima (menjač, karter)"
MRAP1-TRANS-001,FUNKCIONALNE ZONE I PODVOZJE,Podvozje,labave zaštitne plastike (šuspleh)
MRAP1-TRANS-001,FUNKCIONALNE ZONE I PODVOZJE,Podvozje,korozija na spojevima
MRAP1-TRANS-001,FUNKCIONALNE ZONE I PODVOZJE,Podvozje,loše zategnuti elementi oslanjanja.
MRAP1-TRANS-001,FUNKCIONALNE ZONE I PODVOZJE,Točkovi i gume,Ogrebotine na alu-felnama
MRAP1-TRANS-001,FUNKCIONALNE ZONE I PODVOZJE,Točkovi i gume,pogrešan smer rotacije gume
MRAP1-TRANS-001,FUNKCIONALNE ZONE I PODVOZJE,Točkovi i gume,nedovoljan pritisak
MRAP1-TRANS-001,FUNKCIONALNE ZONE I PODVOZJE,Točkovi i gume,nedostatak kapica na ventilima.
MRAP1-INT-001,ENTERIJER (Kabina),Instrument tabla,"Loš zazor na spojevima plastika, ."
MRAP1-INT-001,ENTERIJER (Kabina),Instrument tabla,cvrčanje/škripa pri pritisku
MRAP1-INT-001,ENTERIJER (Kabina),Instrument tabla,ogrebotine na mekim površinama
MRAP1-INT-001,ENTERIJER (Kabina),Instrument tabla,loše uklopljen vazdušni jastuk suvozača
MRAP1-INT-001,ENTERIJER (Kabina),Centralna konzola,"Labavost naslona za ruku, ."
MRAP1-INT-001,ENTERIJER (Kabina),Centralna konzola,loš hod poklopaca/pregrada
MRAP1-INT-001,ENTERIJER (Kabina),Centralna konzola,ogrebotine na sjajnim (Piano black) površinama
MRAP1-INT-001,ENTERIJER (Kabina),Centralna konzola,labava ručica menjača
MRAP1-INT-001,ENTERIJER (Kabina),Sedište vozača,"Oštećenje šavova, ."
MRAP1-INT-001,ENTERIJER (Kabina),Sedište vozača,naborana koža/tkanina
MRAP1-INT-001,ENTERIJER (Kabina),Sedište vozača,neispravan mehanizam pomeranja (ručni/elektro)
MRAP1-INT-001,ENTERIJER (Kabina),Sedište vozača,klimanje sedišta u šinama
MRAP1-INT-001,ENTERIJER (Kabina),Sedište suvozača,"Oštećenje šavova, ."
MRAP1-INT-001,ENTERIJER (Kabina),Sedište suvozača,naborana koža/tkanina
MRAP1-INT-001,ENTERIJER (Kabina),Sedište suvozača,neispravan mehanizam pomeranja (ručni/elektro)
MRAP1-INT-001,ENTERIJER (Kabina),Sedište suvozača,klimanje sedišta u šinama
MRAP1-INT-001,ENTERIJER (Kabina),Zadnja sedišta,Loše fiksiran donji deo klupe
MRAP1-INT-001,ENTERIJER (Kabina),Zadnja sedišta,problem sa preklapanjem naslona
MRAP1-INT-001,ENTERIJER (Kabina),Zadnja sedišta,oštećenja ISOFIX priključaka.
MRAP1-INT-001,ENTERIJER (Kabina),Enterijer,Oštećenja tapacirunga krova (nebo)
MRAP1-INT-001,ENTERIJER (Kabina),Enterijer,"ogrebotine na oblogama stubova (A, B, C)"
MRAP1-INT-001,ENTERIJER (Kabina),Enterijer,labavi rukohvati na krovu
MRAP1-INT-001,ENTERIJER (Kabina),Enterijer,loše postavljeni tepisi/patosnice.
MRAP1-EL-001,FUNKCIONALNE ZONE I PODVOZJE,Elektrika,Greška na instrument tabli
MRAP1-EL-001,FUNKCIONALNE ZONE I PODVOZJE,Elektrika,nefunkcionalan USB/12V priključak
MRAP1-EL-001,FUNKCIONALNE ZONE I PODVOZJE,Elektrika,otkaz podizača prozora
MRAP1-EL-001,FUNKCIONALNE ZONE I PODVOZJE,Elektrika,problem sa audio sistemom.
MRAP1-EL-001,"OSVETLJENJE, SIGNALIZACIJA I SENZORI",Rasveta,Kondenzacija (vlaga) unutar fara/stop svetla
MRAP1-EL-001,"OSVETLJENJE, SIGNALIZACIJA I SENZORI",Rasveta,nefunkcionalna LED traka
MRAP1-EL-001,"OSVETLJENJE, SIGNALIZACIJA I SENZORI",Rasveta,loš intenzitet svetla
MRAP1-EL-001,"OSVETLJENJE, SIGNALIZACIJA I SENZORI",Rasveta,neispravni migavci ili maglenke.
MRAP1-EL-001,"OSVETLJENJE, SIGNALIZACIJA I SENZORI",Rasveta,neispravni migavci ili maglenke.
MRAP1-EL-001,"OSVETLJENJE, SIGNALIZACIJA I SENZORI",Kamere i senzori,Labavost parking senzora (upali unutra)
MRAP1-EL-001,"OSVETLJENJE, SIGNALIZACIJA I SENZORI",Kamere i senzori,prljava ili izgrebana sočiva kamera (rikverc/360)
MRAP1-EL-001,"OSVETLJENJE, SIGNALIZACIJA I SENZORI",Kamere i senzori,loša kalibracija radara.
MRAP1-FINAL-001,FUNKCIONALNE ZONE I PODVOZJE,Prtljažni prostor,Labav pod gepeka
MRAP1-FINAL-001,FUNKCIONALNE ZONE I PODVOZJE,Prtljažni prostor,oštećenje bočnih tapacirunga
MRAP1-FINAL-001,FUNKCIONALNE ZONE I PODVOZJE,Prtljažni prostor,"nedostatak prateće opreme (rezervni točak/kit, dizalica)"
MRAP1-FINAL-001,FUNKCIONALNE ZONE I PODVOZJE,Prtljažni prostor,neispravno svetlo gepeka.
MRAP1-FINAL-001,FUNKCIONALNE ZONE I PODVOZJE,Funkcionalni test,"Loš odziv multimedije (ekrana na dodir), ."
MRAP1-FINAL-001,FUNKCIONALNE ZONE I PODVOZJE,Funkcionalni test,neispravna klima/grejanje
MRAP1-FINAL-001,FUNKCIONALNE ZONE I PODVOZJE,Funkcionalni test,otkaz električne ručne kočnice
MRAP1-FINAL-001,FUNKCIONALNE ZONE I PODVOZJE,Funkcionalni test,otkaz električne ručne kočnice
MRAP1-FINAL-001,OSTALO,Ostalo,"Prljavština na vozilu, ."
MRAP1-FINAL-001,OSTALO,Ostalo,tragovi voska za zaštitu
MRAP1-FINAL-001,OSTALO,Ostalo,nedostajuće zaštitne folije
MRAP1-FINAL-001,OSTALO,Ostalo,nepravilna prateća dokumentacija u vozilu
